audio_subdir,file,labels
all_birds,MINI06_20250410_050000_0s_3s.wav,King Rail
all_birds,MINI06_20250410_050000_3s_6s.wav,King Rail
all_birds,MINI06_20250410_050000_6s_9s.wav,King Rail
all_birds,MINI06_20250410_050000_9s_12s.wav,King Rail
all_birds,MINI06_20250410_050000_12s_15s.wav,King Rail
all_birds,MINI06_20250410_050000_15s_18s.wav,King Rail
all_birds,MINI06_20250410_050000_21s_24s.wav,King Rail
all_birds,MINI06_20250410_050000_24s_27s.wav,King Rail
all_birds,MINI06_20250410_050000_27s_30s.wav,King Rail
all_birds,MINI06_20250410_050000_30s_33s.wav,King Rail
all_birds,MINI06_20250410_050000_33s_36s.wav,"King Rail, Least Bittern"
all_birds,MINI06_20250410_050000_36s_39s.wav,King Rail
all_birds,MINI06_20250410_050000_39s_42s.wav,King Rail
all_birds,MINI06_20250410_050000_42s_45s.wav,King Rail
all_birds,MINI06_20250410_050000_45s_48s.wav,King Rail
all_birds,MINI06_20250410_050000_48s_51s.wav,King Rail
all_birds,MINI06_20250410_050000_51s_54s.wav,King Rail
all_birds,MINI06_20250410_050000_54s_57s.wav,King Rail
all_birds,MINI06_20250410_050000_57s_60s.wav,King Rail
all_birds,MINI06_20250410_050000_63s_66s.wav,King Rail
all_birds,MINI06_20250410_050000_75s_78s.wav,King Rail
all_birds,MINI06_20250410_050000_78s_81s.wav,King Rail
all_birds,MINI06_20250410_050000_81s_84s.wav,King Rail
all_birds,MINI06_20250410_050000_84s_87s.wav,King Rail
all_birds,MINI06_20250410_050000_87s_90s.wav,King Rail
all_birds,MINI06_20250410_050000_90s_93s.wav,King Rail
all_birds,MINI06_20250410_050000_93s_96s.wav,King Rail
all_birds,MINI06_20250410_050000_96s_99s.wav,King Rail
all_birds,MINI06_20250410_050000_99s_102s.wav,King Rail
all_birds,MINI06_20250410_050000_105s_108s.wav,King Rail
all_birds,MINI06_20250410_050000_108s_111s.wav,King Rail
all_birds,MINI06_20250410_050000_111s_114s.wav,King Rail
all_birds,MINI06_20250410_050000_117s_120s.wav,King Rail
all_birds,MINI06_20250410_050000_120s_123s.wav,King Rail
all_birds,MINI06_20250410_050000_123s_126s.wav,King Rail
all_birds,MINI06_20250410_050000_126s_129s.wav,King Rail
all_birds,MINI06_20250410_050000_129s_132s.wav,King Rail
all_birds,MINI06_20250410_050000_132s_135s.wav,King Rail
all_birds,MINI06_20250410_050000_141s_144s.wav,King Rail
all_birds,MINI06_20250410_050000_228s_231s.wav,Least Bittern
all_birds,MINI06_20250410_050000_231s_234s.wav,King Rail
all_birds,MINI06_20250410_050000_234s_237s.wav,King Rail
all_birds,MINI06_20250410_050000_237s_240s.wav,King Rail
all_birds,MINI06_20250410_050000_240s_243s.wav,King Rail
all_birds,MINI06_20250410_050000_243s_246s.wav,King Rail
all_birds,MINI06_20250410_050000_246s_249s.wav,King Rail
all_birds,MINI06_20250410_050000_249s_252s.wav,King Rail
all_birds,MINI06_20250410_050000_252s_255s.wav,Least Bittern
all_birds,MINI06_20250410_050000_258s_261s.wav,King Rail
all_birds,MINI06_20250410_050000_291s_294s.wav,King Rail
all_birds,MINI06_20250410_050000_294s_297s.wav,King Rail
all_birds,MINI06_20250410_050000_300s_303s.wav,King Rail
all_birds,MINI06_20250410_050000_303s_306s.wav,King Rail
all_birds,MINI06_20250410_050000_306s_309s.wav,King Rail
all_birds,MINI06_20250410_050000_309s_312s.wav,King Rail
all_birds,MINI06_20250410_050000_312s_315s.wav,King Rail
all_birds,MINI06_20250410_050000_315s_318s.wav,King Rail
all_birds,MINI06_20250410_050000_318s_321s.wav,King Rail
all_birds,MINI06_20250410_050000_321s_324s.wav,King Rail
all_birds,MINI06_20250410_050000_324s_327s.wav,King Rail
all_birds,MINI06_20250410_050000_327s_330s.wav,King Rail
all_birds,MINI06_20250410_050000_330s_333s.wav,King Rail
all_birds,MINI06_20250410_050000_333s_336s.wav,King Rail
all_birds,MINI06_20250410_050000_336s_339s.wav,King Rail
all_birds,MINI06_20250410_050000_339s_342s.wav,King Rail
all_birds,MINI06_20250410_050000_342s_345s.wav,King Rail
all_birds,MINI06_20250410_050000_345s_348s.wav,King Rail
all_birds,MINI06_20250410_050000_348s_351s.wav,King Rail
all_birds,MINI06_20250410_050000_351s_354s.wav,King Rail
all_birds,MINI06_20250410_050000_354s_357s.wav,King Rail
all_birds,MINI06_20250410_050000_360s_363s.wav,King Rail
all_birds,MINI06_20250410_050000_1017s_1020s.wav,King Rail
all_birds,MINI06_20250410_050000_1437s_1440s.wav,"Common Gallinule, King Rail"
all_birds,MINI06_20250410_060002_315s_318s.wav,American Bittern
all_birds,MINI06_20250410_060002_318s_321s.wav,King Rail
all_birds,MINI06_20250410_060002_357s_360s.wav,King Rail
all_birds,MINI06_20250410_060002_360s_363s.wav,King Rail
all_birds,MINI06_20250410_060002_363s_366s.wav,King Rail
all_birds,MINI06_20250410_060002_927s_930s.wav,American Bittern
all_birds,MINI06_20250410_060002_930s_933s.wav,American Bittern
all_birds,MINI06_20250410_080002_441s_444s.wav,King Rail
all_birds,MINI06_20250411_050000_1815s_1818s.wav,King Rail
all_birds,MINI06_20250411_050000_1818s_1821s.wav,King Rail
all_birds,MINI06_20250411_050000_2973s_2976s.wav,King Rail
all_birds,MINI06_20250411_100002_2598s_2601s.wav,King Rail
all_birds,MINI06_20250411_100002_2601s_2604s.wav,King Rail
all_birds,MINI06_20250413_050000_2385s_2388s.wav,King Rail
all_birds,MINI06_20250421_050000_846s_849s.wav,King Rail
